w_idx,cbow_cos_ref,cbow_cos_syn1,cbow_cos_syn0,cbow_dist_syn0,sk_no,sk_word,sk_cos_ref,sk_cos_syn1,sk_cos_syn0,sk_dist_syn0,target
93071,8.312074661254883,-0.4463378583880164,-0.36205288118507506,0.5808322478864644,5,国色,16.255950927734375,0.5556477724513611,-0.4144501430292215,-1.09552812345976,0
653382,1.46683669090271,-0.9964574064957011,-1.1336521213597968,-0.8554423214680669,5,松勇路,-2.735844135284424,-1.75089614630456,1.643930888693603,-0.14142529438912232,0
36209,4.916825294494629,-0.3153016473646713,-0.36316053829373834,1.0331384987913756,5,船帆,6.164278030395508,0.330575350154087,-0.5671799493102856,0.8318690822247614,0
13290,6.044980525970459,-0.9401460934917343,-0.2581705451329113,0.18512624273059072,4,传明酸,6.538317680358887,-0.2628620950322088,-0.17451320416489863,-0.17225357891325985,0
6283,3.1548843383789062,1.2895282449473633,1.1247843995391784,-1.0176893453729676,4,dior,3.3728978633880615,1.1617717487643917,1.3609630087772788,-1.1974752461652558,1
11361,2.8932113647460938,0.26814539775721924,0.3706514790140732,-0.4735094383573009,4,碧儿泉,3.992556095123291,0.3177383169972211,-0.1385309058208501,0.1379168774649985,0
125388,6.190798282623291,-0.6175275492128484,-1.2372653334203403,1.306072540999675,4,群英,9.212631225585938,-1.2166479707294047,-1.047918898791529,1.2318119476134892,0
2439,2.8932156562805176,-0.23809240906224768,0.058781792110710704,-0.18217762869628448,1,聚会,2.3628318309783936,-0.083135829103844,1.276516084704005,-0.12219266603873999,0
1692,2.289292573928833,1.2986202136751075,1.6455690046762552,-1.5450090418860551,1,礁溪,3.585094451904297,1.5160803756680088,0.5379892689328098,-1.6615198093123198,1
5681,3.2240304946899414,0.5382629078955552,-0.21948706086954944,0.04206137080741528,1,贝壳,4.872191429138184,0.15248430352643336,-0.37082693375404174,0.26721397018051435,0
25915,1.373749017715454,-0.21240953182418298,-1.0051699740211761,1.123779270313764,1,高昂,1.5550868511199951,-1.2479862923190337,-0.05047569917019371,0.7978327824758303,0
19955,3.359656810760498,-1.3863811806842326,-0.4796937618962404,0.5613460294611496,1,开机,4.335365295410156,-0.33744255777156595,-1.3932027207125868,0.7186657226947292,0
2461,1.9383556842803955,-0.11300334562818648,-0.24275301168131172,0.15413361700530073,2,记录,1.0267822742462158,-0.3801857598623712,0.5426287119719443,0.03414203987773214,0
10287,5.027074813842773,1.577116200943068,1.6356736092151116,-1.6008135655622227,2,大湖,5.738823890686035,1.728223586254655,1.301844460101835,-1.6819016668749671,1
13752,3.415097236633301,-0.133184927439222,0.17518958786599106,-0.165152927382638,2,总统,3.7677371501922607,-0.09281673123021023,-0.31809644912023405,0.1429820559113128,0
31334,4.632314682006836,-1.211592123394496,-0.7317738773213068,1.014914831525782,2,菜刀,4.962950706481934,-0.4374828543788406,-1.3733755382986583,0.845714737297824,0
1175,1.527324914932251,-0.119335804481163,-0.8363363080784838,0.5969180444137749,2,名字,0.6473947167396545,-0.8177382407832305,-0.15300118465488965,0.6590628337881311,0
2461,1.9383556842803955,-0.3247544302374886,-0.7943504241029592,0.7608974200995116,2,记录,1.0267822742462158,-0.7946443383846237,0.30550506468238936,0.36574974782667163,0
10287,5.027074813842773,1.7047520309625446,1.4499731878526292,-1.5375747623133829,2,大湖,5.738823890686035,1.6369062410486073,1.5565452553238637,-1.7380647606831479,1
13752,3.415097236633301,-0.24795309355565032,0.43031106790866663,-0.42091838426831707,2,总统,3.7677371501922607,-0.31141884979614265,-0.776478710681672,0.3480660563409124,0
31334,4.632314682006836,-0.9442496674907911,-0.047088200969799446,0.3136584954544089,2,菜刀,4.962950706481934,0.209551872869662,-0.9246768074068727,0.19616161050448655,0
1175,1.527324914932251,-0.18779483967861504,-1.038845630688537,0.8839372310277902,2,名字,0.6473947167396545,-0.7403949257375054,-0.16089480191771036,0.8280873460111132,0
6722,4.168413162231445,0.9545956619849857,-0.39295490994117105,0.12102706378366325,4,乌来,7.31735897064209,1.1306661921689238,-0.03338772051809762,-0.5301050593363208,1
123521,5.880495071411133,-0.7238323293684529,0.38791246062386936,-0.3015828173870158,4,熊肉,4.39848518371582,-1.2983378629396645,-0.16624631337345463,0.21065700853572447,0
8842,4.808356285095215,0.761598385699857,1.163360931185418,-1.109326237898079,4,农会,3.676013946533203,0.18837257761977452,1.3145845975274337,-0.9856118908794484,0
74856,6.765725612640381,-0.9923617183163899,-1.1583184818681163,1.2898819915014355,4,夜钓小管,5.797614097595215,-0.020700906849034743,-1.1149505636358839,1.3050599416800186,0
6722,4.168413162231445,1.2560574169212269,-0.34188342598748217,0.16426738985915712,4,乌来,7.31735897064209,1.3665665445824362,0.49209370769631156,-1.2771757392932626,1
123521,5.880495071411133,-0.6490842295829121,0.4696605776703824,-0.44406672729847296,4,熊肉,4.39848518371582,-1.0381894648687169,-0.08257712873489507,0.13904207575391306,0
8842,4.808356285095215,0.3355756893792617,1.0881468325925283,-1.0298603775546946,4,农会,3.676013946533203,-0.1449173045179928,0.9500518434921278,-0.023307760059625295,0
74856,6.765725612640381,-0.9425488767175765,-1.2159239842754286,1.3096597149940072,4,夜钓小管,5.797614097595215,-0.18345977519572748,-1.35956842245354,1.1614414235990358,0
6722,4.168413162231445,1.4719874363770755,0.07480274987531887,-0.23213256178661978,4,乌来,7.31735897064209,1.4863954340885652,1.1315997845997743,-1.4531509660816098,1
123521,5.880495071411133,-0.506202638982361,0.3911152232529264,-0.31574726776310796,4,熊肉,4.39848518371582,-0.6413678589660413,-0.1523670105438695,0.18316716622570758,0
8842,4.808356285095215,-0.24768851055351349,0.935992178350164,-0.8871655892265656,4,农会,3.676013946533203,-0.5279653917388577,0.2903893208675288,0.47947239464841346,0
74856,6.765725612640381,-0.7180962868412015,-1.4019101514784098,1.4350454187762818,4,夜钓小管,5.797614097595215,-0.3170621833836642,-1.269622094923432,0.7905114052074418,0
10260,2.837918758392334,1.3842614463469112,0.10588789360291387,-0.6906222609202867,3,太平,5.986471176147461,0.43866097525807407,0.9549298590383521,-0.7578740114900858,1
23657,3.410200595855713,-0.496131382131408,0.7128251978432547,0.5712710912177767,3,行旅,11.833366394042969,0.39471888313562364,-0.5257685953782159,0.23942343413224496,0
87271,6.420128345489502,-0.9148550035070043,-1.4450984122746375,1.10599481964663,3,桥头臭豆腐,7.330394744873047,-1.490121938663134,-1.1418310438865495,1.3160857102377228,0
12665,5.136127948760986,0.0267249392915014,0.62638532082847,-0.9866436499441027,3,梅园,7.1918230056762695,0.6567420802694343,0.7126697802264121,-0.7976351328798881,0
25851,5.293543815612793,-0.1863661743024534,-0.5643626410344185,0.5901039142535872,5,保护区,6.793785572052002,0.5839428403799001,0.7897068204523099,-0.9475693187376104,0
2209,1.2929391860961914,1.7251061257733158,1.6485599208158768,-1.7042541037360452,5,台南市,3.054542064666748,0.9767185164645057,1.2907791651144194,-1.0899015998354984,1
26867,6.202156066894531,-0.29615565374766967,0.2139615138643446,-0.08228018963702134,5,大院,11.647811889648438,0.3224560767876223,-0.44140070174146046,0.09191260770097871,0
12124,4.496667861938477,-0.8758117592793592,-0.8431893408097045,0.7095760099472622,5,铜锣,8.688255310058594,-0.29813500615455185,-1.112900291645426,0.8915991366291743,0
31994,6.0276641845703125,-0.36677253844383334,-0.4549694528360988,0.486854369172203,5,真爱码头,5.149930953979492,-1.584982427477475,-0.526184992179839,1.0539591742429493,0
41935,4.016346454620361,-0.8874026358422699,0.3732415778688783,-0.41240411522913795,1,腰头,3.886105537414551,-0.9296772738706756,-1.244445525691091,1.2479621912384848,0
7037,3.841878890991211,0.5050184073722115,0.6291612751731457,-0.6196093709863092,1,秋田,5.010406017303467,0.6352126276046419,0.33562729944599023,-0.6531247332815905,0
74397,2.9909043312072754,-0.7551268558740176,-1.4401661006469308,1.6179309178890018,1,棉外套,4.974913597106934,-0.8219912627305298,-0.5795296611843795,0.5761667121344674,0
305,1.406954050064087,1.5015713514694655,1.023539963236983,-0.8659582794044177,1,宜兰,1.8904075622558594,1.4047793557161856,1.4132274932358664,-1.292051796197544,1
7965,2.486522674560547,-0.3640602671253894,-0.5857767156320757,0.2800408477308536,1,含量,3.8452939987182617,-0.2883234467196217,0.07512039419361438,0.12104762610621161,0
19919,2.2944893836975098,-0.6619566017496532,-1.199924124077175,0.9076227199976875,2,杯水,1.7874350547790527,-1.5923070949933005,-0.7450519354205011,0.9274216361050452,0
3398,3.5833663940429688,1.579928820978751,0.7108796058616256,-0.9809826119303671,2,line,4.227399826049805,0.051838616246420444,0.3010698246337557,0.03713694146818989,1
46668,5.144905090332031,0.21774365841566193,1.035431614436289,-0.40504792127209566,2,赖清德,6.696252346038818,1.0206505296041612,1.3796645394206306,-1.5960629197464267,0
23237,5.583354949951172,-0.9998884932356674,-0.9187337191281149,1.222919637095637,2,双溪,9.365726470947266,0.6374258744532898,-1.1795397211508827,0.7582983526209878,0
7075,3.5515708923339844,-0.1358273844090932,0.3723466229073748,-0.7445118238908662,2,绿地,4.560063362121582,-0.11760792531057475,0.24385729251700208,-0.12679401044779967,0
19919,2.2944893836975098,0.18528919653225104,-0.3063220297830922,0.13959549062625576,2,杯水,1.7874350547790527,-0.8113366757271664,0.4018545769505467,0.031905573653604184,0
3398,3.5833663940429688,1.5413673535112211,1.6350580538698776,-1.5372471510761707,2,line,4.227399826049805,1.6770459724404212,1.4695465799586063,-1.6658606475898199,1
46668,5.144905090332031,-0.8978684357836858,-0.3282483852722157,0.5494884239295532,2,赖清德,6.696252346038818,-0.6253030941377137,-0.8379869870631192,0.7778445099907394,0
23237,5.583354949951172,-0.8835646007664567,-1.0590448637874028,1.1153689425979254,2,双溪,9.365726470947266,0.11362169881346226,-0.9872127355848623,0.7832915460345661,0
7075,3.5515708923339844,0.05477648650667004,0.05855722497283321,-0.2672057060775719,2,绿地,4.560063362121582,-0.35402790138899703,-0.046201434261170474,0.07281901791088997,0
2718,3.317326784133911,-0.03892068188527152,-0.5805322900355094,-0.13939065099640785,5,港式,3.6796164512634277,-0.11777000157489381,0.9910688486940087,-0.337135868687622,0
30305,4.585720539093018,-0.31371015955510306,1.0219624844332753,-0.7071968717361345,5,龙井,4.919018268585205,-0.4711777521362809,-0.6177942122338613,0.6157853055544558,0
2035,2.675302028656006,1.367511639054099,0.6513928755814575,-0.6067760455396004,5,埔里,5.614006519317627,1.4326065633908907,0.6983615154884933,-1.2502534085783645,1
49090,4.064080715179443,-1.0148807976137242,-1.0928230699792232,1.4533635682721473,5,静巷,4.264677047729492,-0.8436588096797145,-1.0716361519486406,0.9716039717115351,0
19951,4.586980819702148,0.174674378785822,0.0947379595107238,-0.14607762723109752,4,见学,8.723994255065918,0.02399395516323784,-0.7449908212358951,0.48642958804873576,0
11917,4.1986541748046875,-1.4603484104405429,-1.3768929191077803,1.3956270059104747,4,新埔,7.044222831726074,-1.1872032499609262,-0.9728987288952153,1.1577052866854465,0
8517,3.241626262664795,0.5707519144404745,0.27146285743563103,-0.2710800736633264,4,青蛙,2.128608226776123,-0.09420775321465892,0.9659131964886705,-0.6329709251136901,0
2876,2.7004756927490234,0.7149221172142463,1.0106921021614261,-0.9784693050160448,4,澎湖,2.5192642211914062,1.2574170480123472,0.75197635364244,-1.011163949620448,1
46253,5.924264907836914,-0.06713882392486728,-0.3676394958384494,0.34939036396746787,3,ettusais,5.075901031494141,0.11123701961922017,0.30897257185864885,-0.5662821053690478,0
13073,6.295540809631348,0.4511791863921499,-0.2758526333014315,0.20665264969937125,3,london,6.409160614013672,0.16955691101723167,-0.1341076457390829,-0.019614538601061292,1
15516,3.8343801498413086,-0.980841902647245,-0.6541486187760213,0.721763399421288,3,歌剧院,5.028061866760254,-1.5371499542619653,-1.1442429084189705,1.3526497135843958,0
10199,2.9054222106933594,1.4498765281759363,1.7710726528658334,-1.756463951320416,3,香奈儿,2.6740670204162598,1.2633282178486631,1.5111909198967537,-1.2652278444032785,0
4131,3.7789723873138428,-0.8530749879959738,-0.4734319049499306,0.4786575382323008,3,眼线笔,2.6943411827087402,-0.006972194223149667,-0.5418129375973522,0.49847477478900654,0
30412,5.396811485290527,-0.6225551378706637,-0.4946882181345056,0.5703844780377867,1,金融,10.240530967712402,-0.09646127319608179,-0.5555350679081369,0.47815399598162267,0
15213,2.284792900085449,-0.2530643931797062,0.1246963412426021,-0.1343515655814662,1,人房,3.3465182781219482,-0.3678160237343977,-0.2087954512428253,0.18875878846854988,0
24433,5.2688212394714355,-0.6469778713455059,-0.35833704065974764,0.3656573295005908,1,泳裤,4.49973201751709,-0.7064062650422981,-0.5144450774746029,0.5470262700738793,0
14097,4.853401184082031,1.7539345161656754,1.657628306074978,-1.6660629479547844,1,visee,4.828011512756348,1.7410118859536243,1.7719728937612926,-1.7687950566988637,1
55391,4.693964004516602,-0.23133711376979954,-0.929299388523327,0.8643727059978699,1,葛玛兰,4.432499885559082,-0.5703283239808481,-0.493197297135728,0.554856002174812,0
21778,4.408474445343018,0.2234214366133071,0.5996165276270944,-0.8332608404796581,3,彩虹桥,5.666134834289551,-0.44945916300654065,0.21483372035710038,-0.1498789255264542,0
19072,3.3928627967834473,0.4668616120892101,-0.15254594590456885,0.08139798159506552,3,古亭,7.317898750305176,1.186485844441647,0.41239802370210876,-0.7938236343000169,0
20254,5.5040388107299805,-1.578589880609657,-0.735491925155686,0.7507738225806254,3,黑曜岩,7.82948637008667,-0.9939889577199881,-1.322958974070604,1.3645365675485397,0
67209,7.288424968719482,-0.20608983539528075,-1.087586378641432,1.1700291941189227,3,悟饕,7.0442023277282715,-0.6989271492051786,-0.5985865174050174,0.6253071342685441,0
3616,3.643965482711792,1.0943966673024208,1.376007722074591,-1.168940157814968,3,新光三越,4.342519760131836,0.9558894254900543,1.29431374741641,-1.04614114199063,1
50980,5.472888469696045,0.028752596747569442,0.7533294497432811,0.7294110873862968,2,御灵,16.184043884277344,1.248540484721857,-0.8860913402365017,-1.2595702329744676,0
304,1.469742774963379,1.3678733729372639,0.35260099038041415,-0.90245464188892,2,台南,2.1426398754119873,0.7058619625186897,1.4626050720223762,-0.7766026284655053,1
29879,2.2494239807128906,0.45862058355542457,-0.2462709060991375,-0.3135935953506734,2,韦德,0.41209256649017334,-1.3114078073068927,0.18495081075019312,1.09079680765093,0
24234,5.297725200653076,-1.241305438588147,-1.6294152506943893,1.3471270465550946,2,记忆体,6.006343841552734,-0.23095987654533826,-0.9937198783553689,0.7673620574306192,0
12019,4.3876872062683105,-0.6139411146521097,0.7697557166698318,-0.8604898967017964,2,冷水,3.8945159912109375,-0.41203476338831496,0.23225533581930222,0.1780139963584351,0
11728,2.788482189178467,0.6287416237197789,0.03600507699947614,-0.11201902832990186,5,城墙,3.741103172302246,1.0734702263061688,0.6923224788555592,-0.5422959527431848,0
22831,4.404890537261963,0.930302074490412,0.7792562643239409,-0.8180444931116864,5,龟山,6.0312299728393555,-0.2903559854742537,0.9944293869754596,-1.0604139808728335,1
135821,4.396678924560547,-1.2913389034988494,0.607046071363536,-0.505984682915333,5,天府家常菜,6.239203453063965,-1.244997545353923,-1.0770785764057849,1.1867753367627252,0
44134,6.925307273864746,-0.26770479471134107,-1.4223074126869533,1.4360482043569214,5,国定,9.039582252502441,0.4618833045220005,-0.6096732894252408,0.4159345968532932,0
305,1.406954050064087,0.3636630114855243,-0.29675796833016116,-1.139547100815946,4,宜兰,1.8904075622558594,1.4428837055990102,1.513062552360813,-1.4417950307376852,1
6568,2.688913345336914,-0.13335459427709667,0.7379612479329514,-0.7657712830297182,4,新庄,3.4596495628356934,-0.8362269141402425,0.01120089698490976,-0.08861914163511836,0
30272,5.616288661956787,-1.2846680899979728,0.8261582709168179,0.8961073368893447,4,蒋公,4.086938381195068,-1.055373384636556,-0.8685535467847282,1.2236604274438774,0
18995,5.414658546447754,1.4337548484596847,-1.6036570033988748,1.138153043097935,4,白河,7.378386497497559,0.17785620691221551,-0.9366050029271095,0.5828998435439451,0
5451,3.8882884979248047,-0.3793951756701417,0.3362954528792674,-0.12894199614163196,4,蒸饺,3.1620006561279297,0.27086038626557274,0.2808951003661232,-0.276146098614997,0
3834,3.9524405002593994,1.3974298548437825,1.5410672747720804,-1.4251776677742993,2,护唇膏,3.887953758239746,1.2018506092583645,0.8651646000326864,-1.0002930586020853,1
29962,4.0263590812683105,-1.3631840714406955,-1.1408113637438,1.2390734492057571,2,势力,7.2194108963012695,-1.4343292140857322,-1.4416952709709665,1.4816638522521015,0
39214,5.08994197845459,-0.28386880485811367,-0.4146807173873474,0.5834738739427745,2,肥料,5.534764766693115,-0.007421273579322641,-0.630995672533092,0.3920488375077224,0
2000,2.1361191272735596,-0.07163398218325821,-0.2681028271360366,-0.2828647530578502,2,场景,2.315063714981079,-0.36452078618374717,0.7550732617265227,-0.06999956974102252,0
15157,5.273628234863281,0.3212570036382849,0.28252763349510285,-0.11450490231640467,2,壁炉,4.679760932922363,0.60442066459044,0.4524530817448524,-0.8034200614167304,0
14351,4.672982692718506,-0.9858146355311697,-0.9276400684042551,0.9301150578582916,1,刘海,3.4303722381591797,-0.4616788547644659,-0.7745483458853439,0.6250751898139624,0
41063,5.988744735717773,1.6906788021065224,1.7035016016941942,-1.7019078175149145,1,成功大学,8.51144790649414,1.7611938639990459,1.747073180553655,-1.770373886323572,1
103084,10.170220375061035,-0.2858680130337475,-0.41448750848926097,0.40359384179518715,1,乐扣,4.158917427062988,-0.6008388067982845,-0.4539849429964429,0.4747307753344878,0
16751,4.512185573577881,-0.221230153803636,-0.16534574579182162,0.2462386137959059,1,挖空,3.7538559436798096,-0.5492972455392978,-0.19899547536379292,0.44676788812502877,0
19715,7.174984931945801,-0.19776599973796988,-0.19602827900885786,0.12196030406553922,1,药膏,6.306113243103027,-0.1493789568969992,-0.3195444163080758,0.22380003305010676,0
24617,4.529098033905029,-0.22853778022924984,-0.41589838279540303,0.3738607136099327,4,营养素,4.494593620300293,-0.1923974081776559,-0.21189438513873096,-0.0456267547023679,0
25279,3.54392147064209,0.17221771911926104,0.29538644658313584,-0.3584438863984916,4,smashbox,3.016674280166626,-0.5062263699709539,-0.2801119022443767,0.47656933275095165,0
36892,12.778998374938965,-1.043559695957315,-0.9962380911774684,0.9694882925404835,4,holika,6.950473785400391,-0.25713915255901354,-1.0301895972706687,0.7947386355803874,0
1229,2.0031654834747314,1.6045077903343825,1.58884086373861,-1.5664217284959927,4,精华液,1.6382032632827759,1.739597789658997,1.6712647758839474,-1.7055535500733692,1
24211,5.001364707946777,-0.5046280332670786,-0.4720908363488731,0.5815166087440513,4,太白,3.025289535522461,-0.7838348589513713,-0.14906889123016928,0.47987233644438676,0
42676,3.925248861312866,-1.0851185424964964,-0.6578407991399194,0.6065621338578563,3,四格,4.505472660064697,-0.6969632771699094,-0.680064640276207,0.8749465584431045,0
32434,13.18606185913086,0.12286762273030823,-0.0623398947958815,0.3362169098734746,3,cosme,10.062013626098633,0.40649467237442527,-0.1846564494731258,-0.33018240151809347,0
11601,5.419014930725098,0.058959040232585996,-0.16938077472704005,0.0762076629173349,3,laduree,4.416648864746094,-0.2617657958566346,0.11515940698416513,0.24679340976276407,0
81558,5.574509620666504,-0.6428806742938304,-0.8080180464773459,0.714039646891492,3,高亮度,5.255531311035156,-0.9744829602159748,-0.8919533520380739,0.7770936359336095,0
1999,2.5428898334503174,1.5461725538274325,1.6975795151401871,-1.733026353540155,3,遮瑕,2.765000820159912,1.5267173608680953,1.6415150348032368,-1.5686512026213675,1
157979,6.388843536376953,-0.5579556025754385,-1.0694599068544504,1.1523705423090065,5,四草大桥,5.584961414337158,-1.0990317754998307,-1.2789946131112833,1.2401282319226288,0
3506,1.6066538095474243,-0.4245514337768367,-0.9680309385347998,0.6120522927450278,5,小馆,3.568057060241699,-0.5242555024836755,0.26210434151354656,0.3153740169371878,0
1098,2.3474292755126953,1.479743219562615,0.2044711527410774,-1.01441593925739,5,台东,3.3252930641174316,0.678423350516396,0.1833923464101543,0.2240123076919448,1
59234,7.518150329589844,-1.0216574563351897,1.2306615298696608,0.32754165900703647,5,闽南书院,13.143928527832031,1.3698290779803919,-0.561637961231399,-1.49353855296982,0
9624,2.2953460216522217,0.5244212731248487,0.6023581627785138,-1.0775485548036652,5,闹区,1.987752079963684,-0.4249651505132803,1.395135886418984,-0.28597600358195013,0
3364,1.506169319152832,0.381607001526211,-1.0809980351407256,0.8635640944148842,1,气势,1.560655117034912,-0.5125895758428742,0.6065374828822229,0.2550640073820832,0
4416,3.4134864807128906,1.425028214033629,1.4091307836040856,-1.4969394517093886,1,小琉球,4.6161017417907715,1.6902719665207624,0.8941398733690102,-1.7137590159880018,1
1222,1.9847564697265625,-0.8862742633571392,-0.39335734299717146,0.05957834702200962,1,师傅,1.5668413639068604,-0.9199354756050809,0.5968778238750712,0.5001042463223324,0
44911,6.122210502624512,-1.0145524065484688,-0.5543019041140889,0.936997824017869,1,武媚娘,6.874500274658203,-0.10970850854433357,-1.4205935157840397,0.8590453023403938,0
62528,7.198333740234375,0.09419145434576792,0.6195264986479008,-0.36320081374537155,1,鼻水,6.416974067687988,-0.1480384065284685,-0.6769616643422637,0.09954545994319236,0
5734,4.250920295715332,1.6774524377427837,1.7143593802576202,-1.5968228326838168,3,渔港,4.581524848937988,1.6370563721907219,1.29357684699488,-1.5067593802210892,1
50416,7.8469133377075195,-0.7826672217342631,-0.5382850766425635,0.563745527205045,3,环景,8.496705055236816,-0.43395118067811184,-0.6203334034255306,0.6340633183206951,0
22327,4.89373779296875,-0.35521336413278765,-0.8175161918017566,0.9694385703557745,3,龙腾断桥,5.163243293762207,-0.9022674420186609,-0.705662631393057,0.63152277167152,0
8115,2.6814754009246826,-0.6582701041270983,-0.31821502668997936,0.34045486096630784,3,盐埕区,5.996469497680664,-0.519468054647591,-0.8333079627928724,0.7913088638370348,0
1323,2.437647819519043,0.118698252251365,-0.04034308512332012,-0.2768161258433143,3,老店,2.5477378368377686,0.21863030515364404,0.8657271506165796,-0.5501355736081524,0
19790,5.870818614959717,-0.1446022809648564,-0.029301787471202278,0.06967800729345565,4,fasio,5.337475776672363,-0.3215231693911058,-0.25180335101686374,0.2308354573400367,0
26007,2.700052499771118,0.05968620576330424,0.11119559117486517,-0.12465531832570541,4,妞子,4.473849296569824,-0.2232036787635644,0.036274258979304454,0.07212004556094773,0
10734,4.225661277770996,0.38244850800157343,0.5305588330883321,-0.42076474095805266,4,康是美,3.8162405490875244,-0.1471452375402012,0.4825086699343118,-0.11556613618730176,0
27350,4.243364334106445,-1.5244475206316197,-1.6324493679298,1.596067957530351,4,黄线,9.694456100463867,-0.9930575637314878,-1.4875255319188936,1.3046258756443885,0
12697,6.3992228507995605,1.2269150878315984,1.0199967311378053,-1.1203259055400474,4,revive,6.400391578674316,1.6849296494263581,1.220545954022139,-1.492015242358051,1
1993,2.0079987049102783,1.6875471362741217,1.712090385253952,-1.7088943850807246,2,粉底液,2.2506191730499268,1.7605012452408009,1.7116730821636736,-1.7721874813197271,1
8675,0.9691097140312195,-0.2692030740190805,-0.8949391692124489,0.9324148150095225,2,塞满,1.4772024154663086,-0.6500088600185789,-0.6708459025945487,0.6610996646304771,0
1366,0.8404703140258789,-0.09845614322515138,-0.43137487673906433,0.28395443269697856,2,价钱,0.27897995710372925,-0.4745667029266539,0.0685905612222291,0.33164363973248856,0
29210,3.729623794555664,-0.9753553545630556,-0.13233067686185473,0.18160203950076356,2,大雄,3.097903251647949,-0.4771946771208709,-0.5587404884539346,0.4550851063409258,0
32358,4.250489234924316,-0.3445325644668337,-0.25344566244058403,0.3109230978734617,2,悬空,4.71914529800415,-0.15873100517469713,-0.5506772523374215,0.32435907061583574,0
5264,0.2556006908416748,-0.4379041135590225,-0.9645535073642065,1.0134169039656384,5,交叉口,3.610963821411133,-1.2859488576686198,0.1451159449318728,0.22700014763263718,0
10735,6.105822563171387,-1.235680367034156,-1.1786399001902617,1.1280217348712973,5,有限公司,9.826096534729004,-0.8198519241268619,-0.8957679620625757,0.9029336260596417,0
15732,5.149219036102295,-0.30219825468717504,0.4047111367176782,-0.41934524202762247,5,都兰,6.789000511169434,0.8931891607219604,-0.8879681764702316,0.8529041202575006,0
66820,5.709702491760254,0.6428178072197296,0.8168335504680212,-0.7163057595926934,5,汕头火锅,6.486034393310547,0.3406198969529036,0.09629019084816609,-0.5224235820129443,0
168,0.6059556007385254,1.3329649280606237,0.9216487203687691,-1.0057876372166128,5,台北,0.9621330499649048,0.8719917241206178,1.5423300027527655,-1.4604143119368873,1
15857,4.674031734466553,0.1933410755761075,-0.30061583771224304,0.465544899283177,1,光环,8.339176177978516,0.36396440490548987,-0.24345451447231325,0.05791285355253633,0
